,lon,lat,z
189,-49.702763,0.9163002,15.2619095
190,-49.702763,0.9163329,15.262553
191,-49.702763,0.9163597,15.263105
192,-49.702763,0.9163816,15.26358
193,-49.702763,0.91640264,15.264027
194,-49.702763,0.9164258,15.264466
195,-49.702763,0.9164504,15.264893
196,-49.702763,0.91647506,15.265299
197,-49.702763,0.9164986,15.265659
198,-49.702763,0.9165196,15.265958
199,-49.702763,0.9165382,15.266203
200,-49.702763,0.91655475,15.266404
201,-49.702763,0.91656923,15.26657
202,-49.702763,0.91658187,15.266714
203,-49.702763,0.916593,15.266838
204,-49.797626,1.0243522,11.295185
205,-49.797386,1.0286062,11.332208
206,-49.796658,1.0326806,11.366302
207,-49.795517,1.0365883,11.398248
208,-49.794018,1.0403506,11.428732
209,-49.792458,1.0438443,11.4576
210,-49.79112,1.0469247,11.484285
211,-49.78998,1.0496244,11.508911
212,-49.789024,1.0519787,11.53163
213,-49.788303,1.0540229,11.553044
214,-49.787876,1.0557864,11.573638
215,-49.7877,1.0572953,11.593426
216,-49.787746,1.0585753,11.612448
217,-49.787884,1.0597657,11.631
218,-49.78807,1.0609814,11.649261
219,-49.788277,1.0622084,11.667117
220,-49.788483,1.0634359,11.684478
221,-49.78869,1.0646095,11.700779
222,-49.788895,1.0656894,11.715609
223,-49.7891,1.0666853,11.729121
224,-49.789307,1.0676049,11.741455
225,-49.789513,1.0684271,11.752503
226,-49.789654,1.069138,11.762222
227,-49.78979,1.0697515,11.770782
228,-49.78993,1.0702785,11.778318
229,-49.790028,1.0707822,11.785276
230,-49.790096,1.0713148,11.792014
231,-49.790123,1.0718708,11.798513
232,-49.790123,1.0724448,11.804765
233,-49.790123,1.073013,11.810708
234,-49.790123,1.0735554,11.816303
235,-49.790123,1.0740731,11.821568
236,-49.790123,1.074567,11.826521
237,-49.790108,1.0750337,11.830969
238,-49.79004,1.075471,11.834748
239,-49.789948,1.0758814,11.837923
240,-49.78981,1.076267,11.840553
241,-49.789673,1.0766404,11.843119
242,-49.789536,1.0770122,11.846028
243,-49.789413,1.0773797,11.849234
244,-49.789345,1.0777413,11.852677
245,-49.789276,1.0780933,11.856087
246,-49.789207,1.0784333,11.859235
247,-49.78914,1.0787605,11.862137
248,-49.78907,1.0790749,11.864804
249,-49.789,1.0793699,11.867255
250,-49.788933,1.0796416,11.869512
251,-49.788864,1.0798919,11.871589
252,-49.788795,1.0801227,11.873503
253,-49.788727,1.080336,11.875276
254,-49.78866,1.0805334,11.876925
255,-49.78859,1.0807161,11.878463
256,-49.768517,1.0333714,12.035898
257,-49.766453,1.0379966,12.074106
258,-49.764736,1.0419513,12.10836
259,-49.763317,1.0453267,12.139144
260,-49.762154,1.0482037,12.1669035
261,-49.76129,1.0506535,12.192562
262,-49.760788,1.0527328,12.216844
263,-49.760582,1.0544884,12.239871
264,-49.760635,1.0559617,12.261769
265,-49.76084,1.0573198,12.28293
266,-49.761047,1.0586942,12.303583
267,-49.761253,1.0600718,12.323629
268,-49.76146,1.061441,12.342995
269,-49.761665,1.0627426,12.361063
270,-49.76187,1.0639335,12.377415
271,-49.762077,1.0650263,12.392248
272,-49.762283,1.0660318,12.405734
273,-49.76249,1.0669285,12.417782
274,-49.762676,1.067701,12.428345
275,-49.762814,1.0683662,12.437624
276,-49.76295,1.068937,12.445781
277,-49.763065,1.0694811,12.4532995
278,-49.763134,1.0700557,12.4605665
279,-49.763165,1.0706545,12.467566
280,-49.763165,1.0712718,12.474287
281,-49.763165,1.0718818,12.480667
282,-49.763165,1.0724636,12.48667
283,-49.763165,1.0730187,12.492314
284,-49.763165,1.073548,12.497626
285,-49.763145,1.0740478,12.502392
286,-49.763077,1.0745162,12.506439
287,-49.76297,1.0749557,12.509839
288,-49.762833,1.075369,12.512655
289,-49.762695,1.0757697,12.515404
290,-49.762558,1.076168,12.518526
291,-49.76242,1.0765623,12.521963
292,-49.76233,1.0769503,12.525661
293,-49.76226,1.0773288,12.529328
294,-49.76219,1.0776947,12.532719
295,-49.762123,1.0780476,12.535851
296,-49.762054,1.0783877,12.538737
297,-49.761986,1.0787082,12.541398
298,-49.761917,1.0790039,12.543854
299,-49.76179,1.0792773,12.546122
300,-49.761654,1.0795305,12.548221
301,-49.76154,1.0797653,12.550174
302,-49.76147,1.0799835,12.551997
303,-49.761402,1.0801862,12.553702
304,-48.2328,-0.31826442,7.780109
305,-48.23551,-0.31759918,7.922604
306,-48.237377,-0.3171209,8.008365
307,-48.238686,-0.31669167,8.068803
308,-48.239586,-0.3162919,8.111463
309,-48.24018,-0.3158986,8.14255
310,-48.24055,-0.31549466,8.166091
311,-48.24072,-0.31507358,8.183369
312,-48.2407,-0.31462786,8.195156
313,-48.240616,-0.3141724,8.204622
