,lon,lat,z
712,-49.66679,0.93662983,14.045293
713,-49.66679,0.93662983,14.0511675
714,-49.66679,0.93662983,14.067996
715,-49.66679,0.93662983,14.095464
716,-49.66679,0.93662983,14.133061
717,-49.66679,0.93662983,14.173265
718,-49.66679,0.93662983,14.209158
719,-49.66679,0.93662983,14.240983
720,-49.66679,0.93662983,14.268955
721,-49.66679,0.93662983,14.29727
722,-49.66679,0.93662983,14.329825
723,-49.66679,0.93662983,14.366322
724,-49.66679,0.93662983,14.406433
725,-49.66679,0.93662983,14.448154
726,-49.66679,0.93662983,14.489677
727,-49.66679,0.93662983,14.530943
728,-49.66679,0.93662983,14.571894
729,-49.66679,0.93662983,14.614695
730,-49.66679,0.93662983,14.661197
731,-49.66679,0.93662983,14.710844
732,-49.66679,0.93662983,14.763066
733,-49.66679,0.93662983,14.808562
734,-49.66679,0.93662983,14.839554
735,-49.66679,0.93662983,14.857287
736,-49.66679,0.93662983,14.862465
737,-49.66679,0.93662983,14.866101
738,-49.66679,0.93662983,14.878883
739,-49.66679,0.93662983,14.900439
740,-49.66679,0.93662983,14.930149
741,-49.66679,0.93662983,14.962188
742,-49.66679,0.93662983,14.991403
743,-49.66679,0.93662983,15.01801
744,-49.66679,0.93662983,15.042202
745,-49.66679,0.93662983,15.064628
746,-49.66679,0.93662983,15.085875
747,-49.66679,0.93662983,15.106004
748,-48.53055,-0.0052535506,8.239576
749,-48.525387,-0.0063843518,8.30455
750,-48.52118,-0.0073833475,8.354108
751,-48.518158,-0.008290682,8.387788
752,-48.51602,-0.009143657,8.410818
753,-48.514606,-0.009969773,8.42641
754,-48.51404,-0.010587716,8.433277
755,-48.51452,-0.010809501,8.429258
756,-48.516132,-0.010618265,8.413193
757,-48.519062,-0.00995022,8.380637
758,-48.52268,-0.00897224,8.335941
759,-48.52598,-0.00793116,8.2907
760,-48.528793,-0.0068407347,8.248417
761,-48.530926,-0.0057233907,8.212906
762,-48.532066,-0.0023409934,8.172078
763,-48.531094,-0.0018761021,8.182113
764,-48.530502,-0.001500515,8.187139
765,-48.53027,-0.0012044901,8.187399
766,-48.53038,-0.0009820494,8.18293
767,-48.530792,-0.00078534195,8.173135
768,-48.531487,-0.00056650327,8.157168
769,-48.532486,-0.0003213268,8.134342
770,-48.304348,-0.2398377,7.4326334
771,-48.30327,-0.24095014,7.497506
772,-48.303562,-0.2410372,7.544796
773,-48.304935,-0.2403075,7.576549
774,-48.30725,-0.23886661,7.595331
775,-48.309723,-0.23724124,7.60597
776,-48.311623,-0.23591073,7.6126523
777,-48.312984,-0.23485473,7.6164246
778,-48.31383,-0.23406123,7.6179557
779,-48.314278,-0.23347537,7.6189094
780,-48.314415,-0.2330485,7.6206827
781,-48.314243,-0.23278058,7.6233315
782,-48.313778,-0.2326694,7.6269116
783,-48.31325,-0.23257428,7.6311955
784,-48.312893,-0.23236006,7.635885
785,-48.312687,-0.23203158,7.6409235
786,-48.312634,-0.23159398,7.646244
787,-48.312775,-0.2310265,7.6521697
788,-48.31315,-0.23031268,7.658973
789,-48.31374,-0.22946525,7.6665006
790,-48.314533,-0.22849807,7.674602
791,-48.315323,-0.22752917,7.682348
792,-48.315914,-0.22666048,7.6890144
793,-48.316322,-0.22588314,7.6947513
794,-48.316555,-0.22518976,7.6996813
795,-48.316643,-0.22459507,7.7042727
796,-48.316605,-0.22411503,7.708941
797,-48.316444,-0.22374497,7.7137127
798,-48.316177,-0.22348022,7.718615
799,-48.315876,-0.22325008,7.723317
800,-48.3156,-0.22298732,7.7274723
801,-48.315372,-0.22269252,7.731093
802,-48.315166,-0.2223659,7.734177
803,-48.314934,-0.22209525,7.7373834
804,-48.31462,-0.22196576,7.741369
805,-48.314228,-0.22197208,7.7461205
806,-48.31376,-0.22210723,7.751631
807,-48.313198,-0.22237575,7.75723
808,-48.312534,-0.22278222,7.7622857
809,-48.311756,-0.22331956,7.7668204
810,-48.310886,-0.22398224,7.7708406
811,-48.310127,-0.22455546,7.7747035
812,-48.309673,-0.2248361,7.7787447
813,-48.309513,-0.22483827,7.782904
814,-48.309628,-0.22457716,7.7870975
815,-48.309856,-0.2241991,7.7908106
816,-48.310062,-0.22383827,7.793659
817,-48.31027,-0.22349203,7.795717
818,-48.310448,-0.22315806,7.797038
819,-48.310585,-0.22284397,7.7981343
820,-48.310677,-0.22255908,7.799481
821,-48.310738,-0.2223032,7.8010745
822,-48.310738,-0.22207628,7.8029118
823,-48.31072,-0.22188842,7.804995
824,-48.31065,-0.2217491,7.807331
825,-48.31058,-0.22165681,7.8099093
826,-49.43955,1.4782962,9.2457485
827,-49.43879,1.4830356,9.296119
828,-49.438286,1.4872339,9.339705
829,-49.438007,1.4908658,9.376459
830,-49.437893,1.4939411,9.406687
831,-49.43788,1.4964403,9.430504
832,-49.43792,1.4984099,9.448612
833,-49.43799,1.4999619,9.462207
834,-49.438065,1.5012635,9.473295
835,-49.438133,1.5024257,9.483307
836,-49.438175,1.5034536,9.492265
837,-49.438175,1.5043639,9.500277
838,-49.438175,1.5051707,9.5074415
839,-49.438175,1.5059026,9.51394
840,-49.438198,1.5065814,9.519909
841,-49.438267,1.5072088,9.525384
842,-48.301052,-0.20977774,7.4127035
843,-48.301773,-0.20857158,7.4260273
844,-48.302887,-0.20719695,7.4406643
845,-48.304367,-0.20567836,7.456312
846,-48.30583,-0.20417699,7.471357
847,-48.30691,-0.20282629,7.4846077
848,-48.307644,-0.20161138,7.4963746
849,-48.30805,-0.20051968,7.506911
850,-48.30817,-0.19959524,7.5169234
851,-48.30807,-0.19888224,7.527018
852,-48.307762,-0.19836989,7.5372624
853,-48.30725,-0.19804783,7.5477214
854,-48.30668,-0.19776914,7.5575027
855,-48.306175,-0.19739619,7.565699
856,-48.305733,-0.19693123,7.572347
857,-48.305347,-0.19637498,7.5774684
858,-48.30492,-0.19590642,7.5825677
859,-48.30435,-0.19570068,7.5891595
860,-48.30365,-0.19574867,7.5972652
861,-48.30283,-0.19603762,7.606896
862,-48.301865,-0.1965508,7.6168213
863,-48.300724,-0.19727418,7.6258583
864,-48.299423,-0.19819821,7.6340466
865,-48.297966,-0.19931573,7.6413875
866,-48.296707,-0.20027533,7.648277
867,-48.295975,-0.20074323,7.6550775
868,-48.29575,-0.20074123,7.661662
869,-48.295998,-0.20029156,7.667843
870,-48.29646,-0.19963756,7.6729603
871,-48.29687,-0.19900504,7.6766186
872,-48.297226,-0.19839007,7.6789603
873,-48.297554,-0.19778904,7.6800957
874,-48.297806,-0.19721912,7.680975
875,-48.297977,-0.19670029,7.682487
876,-48.298065,-0.19623323,7.684629
877,-48.29806,-0.19581829,7.6873927
878,-48.297993,-0.19547556,7.690887
879,-48.297882,-0.19522399,7.6952033
880,-48.297745,-0.1950613,7.7003155
881,-49.427902,1.4868149,9.2167425
882,-49.427307,1.4921542,9.26649
883,-49.426994,1.4963939,9.30324
884,-49.427048,1.4998211,9.329673
885,-49.42732,1.5027788,9.350591
886,-49.39823,1.4653281,9.601119
887,-49.39679,1.4701371,9.661134
888,-49.39579,1.4741616,9.711392
889,-49.499886,0.7229336,8.757917
890,-49.50193,0.72734386,8.635769
891,-49.50477,0.73229694,8.5485115
892,-49.5075,0.73728245,8.489074
893,-49.509487,0.74189603,8.457711
894,-49.51079,0.7461104,8.446074
895,-49.511486,0.74988633,8.44541
896,-49.51182,0.75369674,8.452866
897,-49.511948,0.75811756,8.475628
898,-49.51181,0.76309097,8.517381
899,-49.511314,0.76852995,8.580945
900,-49.471607,0.9716174,11.095867
901,-49.47049,0.9749838,11.181206
902,-49.46954,0.9777687,11.249098
903,-49.468742,0.98007727,11.3032255
904,-49.468067,0.9819954,11.346406
905,-49.46751,0.98361677,11.38422
906,-49.467068,0.9850076,11.421089
907,-49.466686,0.98628515,11.458198
908,-49.466347,0.9874763,11.494298
909,-49.466072,0.98859894,11.527768
910,-49.465824,0.9896659,11.558501
911,-49.46562,0.9906743,11.587188
912,-49.46543,0.9916216,11.614281
913,-49.465256,0.99248403,11.639273
914,-49.46505,0.99324715,11.661591
915,-49.464844,0.9939228,11.681491
916,-49.464638,0.9945219,11.69922
917,-49.46443,0.9950535,11.714931
918,-49.46429,0.99552625,11.728786
919,-49.464153,0.9959475,11.741022
920,-49.664787,1.1532831,10.792956
921,-49.6641,1.1581608,10.817784
922,-49.66345,1.1626315,10.842343
923,-49.66283,1.166711,10.866255
924,-49.662277,1.170411,10.888765
925,-49.661728,1.1740645,10.911609
926,-49.66118,1.177968,10.936906
927,-49.66063,1.182073,10.964369
928,-49.66008,1.1863253,10.993655
929,-49.659492,1.1904976,11.022727
930,-49.65884,1.1944118,11.049908
931,-49.65813,1.1980842,11.075336
932,-49.657375,1.2015303,11.099144
933,-49.656574,1.2047827,11.121664
934,-49.65575,1.2078738,11.143242
935,-49.654926,1.2108092,11.163943
936,-49.654102,1.2135932,11.1838045
937,-49.653313,1.2162795,11.20354
938,-49.652637,1.2188956,11.22353
939,-49.65206,1.2214081,11.243348
940,-49.651592,1.223791,11.262637
941,-49.65118,1.2260051,11.28086
942,-49.650772,1.2280319,11.297721
943,-49.65043,1.2298774,11.313254
944,-49.650085,1.231549,11.327505
945,-49.649742,1.2330471,11.340413
946,-49.6494,1.2343768,11.351974
947,-49.649055,1.2355542,11.362331
948,-49.648712,1.2365942,11.371622
949,-49.648426,1.2375059,11.379932
950,-49.64819,1.2382984,11.387314
951,-49.647984,1.2389855,11.39384
952,-49.759926,1.049131,11.633991
953,-49.75843,1.052823,11.669608
954,-49.75736,1.0558748,11.701562
955,-49.756744,1.0583935,11.7309675
956,-49.7565,1.0604658,11.7581415
957,-49.75656,1.0621654,11.783396
958,-49.756767,1.0636986,11.807293
959,-49.756973,1.0652179,11.83012
960,-49.75718,1.0667058,11.851776
961,-49.757385,1.0681481,11.872181
962,-49.75759,1.069484,11.890733
963,-49.757797,1.0706753,11.907091
964,-49.758003,1.071741,11.9215555
965,-49.75821,1.072697,11.934379
966,-49.758415,1.0735288,11.945553
967,-49.758556,1.07423,11.9551325
968,-49.758694,1.074821,11.963377
969,-49.75883,1.0753182,11.970486
970,-49.758915,1.0757841,11.976925
971,-49.758984,1.0762666,11.98303
972,-49.759003,1.0767587,11.988786
973,-49.759003,1.0772544,11.99418
974,-49.759003,1.0777313,11.999168
975,-49.759003,1.0781741,12.003736
976,-49.759003,1.078585,12.0079155
977,-49.759003,1.078966,12.01174
978,-49.759003,1.0793161,12.015074
979,-49.758938,1.0796347,12.017828
980,-49.75887,1.0799252,12.020078
981,-49.7588,1.0801903,12.021887
982,-49.75873,1.0804397,12.023597
983,-49.758663,1.08068,12.025481
984,-49.758595,1.0809104,12.027491
985,-49.758526,1.0811299,12.02958
986,-49.758457,1.0813366,12.031583
987,-49.75839,1.0815296,12.033371
988,-49.75832,1.081709,12.034963
989,-49.75825,1.0818753,12.036374
990,-49.758183,1.0820258,12.037624
991,-49.758114,1.0821594,12.038732
992,-49.758045,1.082278,12.039716
993,-49.757977,1.0823836,12.040589
994,-49.757908,1.0824778,12.041371
995,-49.757862,1.082562,12.042075
996,-49.757862,1.0826371,12.0427065
