cluster_group,name,rank,dist_to_centroid,trajectory_id,cluster_label,release_year,release_month,lat_30,lon_30,lat_50,lon_50,lat_100,lon_100,lat_150,lon_150,lat_180,lon_180
3,B1,8,0.31768029251953744,515592,2,1993,9,5.9810104,-52.966698,10.080448,-57.65654,16.465258,-63.721157,19.150616,-66.42865,20.870466,-66.42826
3,B1,9,0.3258753283048139,5028457,2,1999,12,6.8306074,-53.23075,10.143496,-58.15575,17.487116,-64.668724,19.651148,-66.617874,21.97482,-66.94064
3,B1,10,0.3288414900235398,5024872,2,1999,12,6.833017,-53.477703,10.001893,-58.14812,17.48821,-64.66759,19.652744,-66.61528,21.946333,-66.9515
3,B1,11,0.3295118514263363,6637786,46,2002,3,6.2161574,-53.30937,10.351529,-57.358936,17.264362,-63.41707,19.610197,-65.769936,21.59459,-65.688896
3,B1,12,0.33383378083056076,5029166,2,1999,12,6.8079696,-53.106712,10.152452,-58.160034,17.486612,-64.668625,19.645367,-66.63736,21.945847,-66.926735
3,B1,13,0.3362180953990881,5029132,2,1999,12,6.8263674,-53.171497,10.149427,-58.166683,17.486034,-64.66736,19.614101,-66.66273,22.019823,-66.94951
3,B1,14,0.3386704227863381,5024895,2,1999,12,6.94407,-53.45051,10.134551,-58.16986,17.487688,-64.6756,19.73018,-66.62211,22.141418,-67.22979
3,B1,15,0.3434358243357698,2465258,2,1996,5,6.1698203,-52.847378,10.3701515,-57.328194,17.231249,-64.50951,19.253496,-66.266014,21.877985,-67.09951
3,B1,16,0.34718217780422983,11197161,2,2008,5,7.1195,-53.163044,10.107936,-57.469757,17.26849,-64.342354,20.197498,-65.62156,22.22452,-68.40103
3,B1,17,0.351500807562413,5021524,2,1999,12,6.9662204,-53.39878,10.148377,-58.297157,17.48582,-64.67337,19.656275,-66.60309,21.784637,-66.86186
3,B1,18,0.3540087227786487,5020542,2,1999,12,6.7295036,-52.940163,9.973879,-58.147873,17.488638,-64.66969,19.682903,-66.591064,21.97585,-67.214905
3,B1,19,0.3545850746340684,14865086,46,2013,6,6.390933,-53.792645,10.165622,-57.742878,15.572883,-62.796215,20.856628,-65.57406,20.91828,-67.7909
3,B1,20,0.3553171525838542,5023185,2,1999,12,6.975127,-53.13141,10.149859,-58.302223,17.486164,-64.67416,19.684788,-66.592384,21.671991,-67.07361
4,B2,1,0.1793855998138789,7057422,35,2002,9,7.8068795,-53.867558,9.862342,-56.17012,13.454361,-60.112144,15.442024,-65.55473,16.789448,-67.85686
4,B2,2,0.18688017439745008,7059662,35,2002,9,7.777048,-53.801014,9.899487,-56.25702,13.481132,-60.10302,15.3899145,-65.58407,16.808344,-67.846855
4,B2,3,0.20600513026862063,5629828,35,2000,10,7.6338124,-53.692753,9.960517,-55.99509,13.157644,-61.088787,15.404997,-65.07166,16.707283,-68.591835
4,B2,4,0.20972069309211755,8976478,35,2005,5,7.3314548,-53.878784,9.959525,-55.83416,13.828714,-60.17654,15.097044,-64.78976,16.947067,-67.377
4,B2,5,0.22614951930176025,5622589,35,2000,10,7.817395,-53.757072,9.996978,-55.98798,13.340681,-61.09794,15.533713,-65.269516,15.883784,-68.63712
4,B2,6,0.22784179968141663,7057253,35,2002,9,7.7500944,-54.024353,10.1483965,-56.483685,12.877581,-59.94206,15.32768,-64.74026,16.379189,-68.56738
4,B2,7,0.23315476186057796,4193318,35,1998,10,7.6878743,-54.0174,10.1451435,-56.00806,12.974663,-60.419544,15.2378,-64.24359,16.329779,-66.54897
4,B2,8,0.24199366933414507,7059067,35,2002,9,7.839538,-54.07193,10.109369,-56.42528,12.876616,-59.94631,15.277214,-64.698456,16.342527,-68.78048
4,B2,9,0.24982548280672395,7057450,35,2002,9,7.8341193,-54.007217,10.226616,-56.607018,13.087745,-60.161713,15.345625,-64.76055,16.383205,-68.56207
4,B2,10,0.2528974437612661,7064497,35,2002,10,7.352418,-54.12022,9.562673,-56.229042,13.181157,-60.68531,15.648554,-65.55881,16.474194,-67.60848
4,B2,11,0.25441598495667095,5620045,35,2000,10,7.8214517,-53.75661,9.976987,-55.987144,13.376917,-61.136772,16.164415,-65.19696,16.873148,-67.92471
4,B2,12,0.26852354475156326,7062890,35,2002,10,7.3707356,-54.17196,9.5414715,-56.13559,13.182368,-60.670876,15.479763,-65.64854,16.833971,-67.91722
4,B2,13,0.2689472384166001,9284963,35,2005,10,7.501965,-53.802574,10.13204,-55.742023,13.514781,-59.218746,16.207518,-64.608444,16.321663,-68.133995
4,B2,14,0.27126572100054913,1271641,35,1994,10,7.0150237,-54.14235,9.890106,-56.116543,13.288653,-59.601143,15.803745,-65.35715,17.138826,-68.09443
4,B2,15,0.27237164579618944,7062119,35,2002,10,7.37948,-54.20191,9.548585,-56.146347,13.183972,-60.654423,15.546184,-65.631905,16.855526,-67.79291
4,B2,16,0.2735280256315931,7063026,35,2002,10,7.327612,-53.979553,9.597411,-56.345238,13.224695,-60.557953,15.081216,-65.81513,16.82513,-68.208115
4,B2,17,0.274655817277227,7096970,35,2002,10,7.6578383,-53.916145,10.108346,-55.768826,12.716457,-60.855633,15.346714,-65.556305,16.312437,-66.41095
4,B2,18,0.27510126459125944,7061889,35,2002,10,7.380192,-54.02462,9.502027,-56.11574,13.513291,-60.03985,15.49749,-65.93128,16.583757,-67.293755
4,B2,19,0.2753615788267656,7067631,35,2002,10,7.388485,-54.02472,9.499129,-56.11433,13.510819,-60.051456,15.60361,-65.90116,16.469442,-67.25699
4,B2,20,0.27602465108592583,7063634,35,2002,10,7.3806067,-53.999245,9.49883,-56.134262,13.508494,-60.062954,15.660405,-65.88519,16.403637,-67.249016
5,BS,1,0.25309454563993095,11101956,27,2008,4,1.8927957,-50.226784,2.8676822,-50.956165,6.390541,-55.277935,13.28466,-62.803806,15.778523,-65.3388
5,BS,2,0.25477506250996096,11102289,27,2008,4,1.9451915,-50.234516,3.1898003,-51.03574,6.156407,-55.14328,13.290741,-62.88723,15.414093,-65.58948
5,BS,3,0.26113761299317617,11107264,27,2008,4,1.885211,-50.242207,2.7952862,-50.915737,6.447312,-55.32839,13.153657,-62.730366,14.935841,-65.47099
5,BS,4,0.27151163657583594,11103161,27,2008,4,2.141248,-50.381653,3.042744,-51.004337,6.323705,-55.153343,13.307465,-62.94396,15.362215,-65.004974
5,BS,5,0.2715782060022381,1572119,27,1995,3,2.1761277,-50.528805,3.0555432,-51.039948,7.034874,-54.53642,12.610198,-62.340107,15.691345,-64.71396
5,BS,6,0.271806203001453,1576378,27,1995,3,1.9186676,-50.218414,2.830832,-50.95709,7.0053644,-54.530266,12.541114,-62.36132,15.726124,-64.72246
5,BS,7,0.2817419368574431,11115591,27,2008,4,1.6556724,-49.82903,3.131419,-50.97573,6.270523,-56.197468,12.86027,-62.25992,15.631079,-65.38881
5,BS,8,0.28253354621963245,11107121,27,2008,4,1.7921817,-49.963158,3.256852,-51.023808,6.161416,-55.018204,13.282469,-62.819992,15.724538,-65.346504
5,BS,9,0.28269373414161186,11105629,27,2008,4,2.0456338,-50.287148,2.8007495,-50.947296,6.7341266,-56.14692,13.101852,-62.54062,14.721214,-65.02135
5,BS,10,0.2886584968662761,11125913,27,2008,4,1.8695675,-50.03738,3.258134,-51.001846,6.4925027,-56.822662,13.179361,-62.241493,15.918319,-65.27477
5,BS,11,0.28966506363960426,1664501,27,1995,4,2.1585338,-50.382908,3.0504847,-50.971004,6.331051,-55.39492,12.102683,-62.893196,15.237501,-65.25185
5,BS,12,0.2899604028356026,11117251,27,2008,4,2.3550627,-50.624535,3.520071,-51.123486,6.4676986,-56.125233,12.835261,-62.21939,15.831073,-65.63528
5,BS,13,0.2912780153420858,11106527,27,2008,4,2.1515374,-50.454105,3.385305,-51.064358,6.0804944,-55.149807,13.269858,-62.8269,15.656142,-65.44871
5,BS,14,0.29172600156671774,11113566,27,2008,4,2.3301136,-50.627186,3.394781,-51.112827,6.3436923,-56.145927,12.8672,-62.26105,15.440572,-65.28444
5,BS,15,0.2935378203710988,11112723,27,2008,4,2.3330002,-50.642517,3.2878737,-51.040768,6.696786,-56.65318,13.089298,-62.89084,15.587948,-65.386925
5,BS,16,0.2959914011237931,11125621,27,2008,4,1.8793559,-50.097393,3.0824578,-50.997482,8.2589445,-56.206047,13.413031,-62.154728,15.217764,-64.64142
5,BS,17,0.3001360501470964,11123567,27,2008,4,2.0329986,-50.216824,3.580463,-51.077473,6.527139,-56.78046,13.177929,-62.23809,15.903632,-65.27445
5,BS,18,0.3002106919278874,896042,27,1994,4,2.4458377,-50.785244,2.8551888,-50.95833,6.8888516,-55.6289,13.004783,-62.818504,15.711324,-65.19249
5,BS,19,0.30113434897342417,11109216,27,2008,4,1.9821446,-50.24745,3.369142,-51.03663,6.143153,-55.222454,13.105781,-62.52017,14.812885,-64.952705
5,BS,20,0.3022378573601162,920577,27,1994,4,1.8509986,-50.133305,3.0487785,-51.01535,5.970819,-54.702026,12.745224,-62.448563,15.79144,-66.203995
6,C,1,0.24943925542224674,1082755,10,1994,7,8.828824,-52.558273,9.322737,-50.188553,10.97599,-50.273895,12.687598,-52.80489,12.962343,-54.490158
6,C,2,0.2530755496816463,1081292,10,1994,7,8.777142,-52.433064,9.276269,-50.545834,10.985291,-50.205017,12.06572,-52.94437,12.508571,-54.35585
6,C,3,0.2650282651810976,1084202,14,1994,7,8.731599,-52.318333,9.148089,-50.6403,10.916583,-49.25452,12.106987,-52.068066,12.575442,-53.86918
6,C,4,0.2688275833747151,2007577,10,1995,10,8.601826,-52.777905,8.948989,-50.754753,11.337106,-49.110714,12.273162,-52.871376,13.369871,-55.558098
6,C,5,0.2880525757794484,1085401,10,1994,7,8.868521,-52.45374,8.750457,-51.336857,10.757792,-50.240185,12.493629,-52.79762,13.125357,-54.451313
6,C,6,0.29843063908486805,4702547,10,1999,7,8.961442,-52.66046,9.408527,-51.12526,10.915914,-49.431107,12.76296,-53.08307,14.151208,-54.14649
6,C,7,0.30265505094653994,4698788,14,1999,6,8.326696,-53.067825,8.774608,-50.584805,10.619226,-48.55585,12.796701,-52.799225,13.324782,-54.00745
6,C,8,0.3035108228317878,2003247,10,1995,10,8.510534,-52.762394,8.67434,-51.17241,11.289091,-49.147648,12.77591,-52.698776,13.981066,-53.716442
6,C,9,0.31673015764667595,1097668,10,1994,7,7.8607926,-52.530132,9.370134,-50.77928,11.426692,-50.631145,13.038577,-53.331383,12.687934,-54.771942
6,C,10,0.3180341550180223,1095032,10,1994,7,7.9401894,-52.740494,9.302123,-50.97868,11.741022,-50.787525,12.161066,-53.000412,12.841625,-54.902443
6,C,11,0.3231523115930171,1083222,10,1994,7,8.789463,-52.42859,8.789813,-51.240696,11.059039,-50.161068,12.175308,-53.042545,12.458075,-54.356373
6,C,12,0.32605346104152905,1084340,10,1994,7,8.8602915,-52.435833,9.34403,-50.153397,11.076209,-50.184673,12.065065,-52.899536,12.517587,-54.335175
6,C,13,0.32879794910580523,7614534,10,2003,7,8.096587,-52.69817,9.479075,-50.674816,10.394457,-49.538532,12.970676,-52.42725,14.5603895,-54.405838
6,C,14,0.3322391718891242,1096530,10,1994,7,7.8112264,-52.664825,9.3309355,-50.927174,11.6359005,-50.764603,11.865324,-52.870102,12.682056,-54.111343
6,C,15,0.3438372927299022,4700246,14,1999,7,9.06351,-52.029594,8.970563,-50.617092,10.690934,-48.91806,12.649299,-53.201626,13.068643,-53.787605
6,C,16,0.349688181187139,1080023,10,1994,7,8.552804,-52.522293,9.252334,-50.25438,11.247749,-50.227627,12.832397,-53.272503,14.04322,-55.831116
6,C,17,0.35289132708449295,1084833,10,1994,7,8.956703,-53.32813,9.337854,-50.14741,11.004724,-50.267063,12.379586,-52.76511,13.015981,-54.371456
6,C,18,0.358382596164411,4704242,10,1999,7,8.921892,-52.03467,9.42397,-51.0398,10.830112,-49.408054,12.767829,-53.080624,14.159843,-54.1608
6,C,19,0.3603932542448077,1083016,10,1994,7,8.822671,-52.50879,9.182209,-50.283985,11.600896,-49.214157,12.032357,-53.31961,12.397319,-54.19589
6,C,20,0.36069857003455214,1086011,10,1994,7,8.835766,-52.493317,9.389161,-50.16045,11.47062,-51.023247,12.4917145,-53.155342,12.518008,-54.386887
7,CB,1,0.18180139296507553,7756709,34,2003,9,8.032796,-53.859417,10.662007,-53.59405,13.292831,-55.30439,14.858162,-58.691933,15.621025,-61.1619
7,CB,2,0.1993879022633298,7759512,37,2003,9,8.207063,-53.877808,10.644476,-53.541504,13.126681,-54.785046,14.868956,-58.663242,15.840732,-61.225082
7,CB,3,0.19957639701495183,7754706,34,2003,9,8.7952,-53.848,10.715235,-53.719563,13.139802,-55.36539,14.864289,-58.679348,15.707773,-61.214516
7,CB,4,0.21923286246646584,7757864,34,2003,9,8.747565,-53.897186,10.691479,-53.836754,13.375437,-55.61423,14.858345,-58.706676,15.5817,-61.14151
7,CB,5,0.22015628106584198,7756207,34,2003,9,8.765694,-53.90994,10.691242,-53.90683,13.175392,-55.38238,14.862017,-58.68559,15.653653,-61.18466
7,CB,6,0.23066380958368704,7756117,34,2003,9,8.813193,-53.943806,10.720144,-53.845577,13.242117,-55.439045,14.861959,-58.683907,15.660837,-61.192337
7,CB,7,0.2411067522399862,7756852,34,2003,9,8.773503,-53.93643,10.674561,-53.998978,13.237772,-55.423664,14.862332,-58.682453,15.667235,-61.200478
7,CB,8,0.24204368558194989,7743425,34,2003,9,8.307825,-53.892147,10.428978,-54.041763,13.339303,-55.08478,14.598197,-58.127243,15.876647,-60.71969
7,CB,9,0.2493390865771653,7756430,37,2003,9,8.723165,-53.85123,10.648668,-53.55388,13.31932,-54.55196,14.860605,-58.692467,15.616931,-61.158398
7,CB,10,0.2504359427055683,7752297,37,2003,9,8.761623,-53.857624,10.642504,-53.57437,13.39468,-54.638577,14.858804,-58.6944,15.612079,-61.15454
7,CB,11,0.25933925869127133,9901152,37,2006,8,8.418087,-53.49766,10.841772,-53.790478,12.356115,-55.79843,14.3244295,-60.070583,15.590602,-60.68675
7,CB,12,0.2625584446303651,7746344,34,2003,9,8.292851,-53.89864,10.349754,-54.151978,13.257686,-55.069847,14.597455,-58.133656,15.878931,-60.720936
7,CB,13,0.2648827290847197,7749058,34,2003,9,8.297924,-53.901176,10.372619,-54.12099,13.385703,-55.055763,14.600456,-58.128887,15.865436,-60.714783
7,CB,14,0.26911262440987405,1239601,37,1994,9,8.807831,-54.01952,9.971075,-53.589314,12.758787,-55.78904,14.791088,-58.919384,16.394226,-61.366314
7,CB,15,0.2694580706587521,9896402,37,2006,8,7.8099484,-53.880695,10.818991,-53.644062,12.451441,-55.622356,14.063911,-59.38076,15.51823,-60.442486
7,CB,16,0.26954985029547973,9890292,37,2006,8,7.7734976,-53.837116,10.813328,-53.686962,12.45805,-55.799965,14.064756,-59.38234,15.555778,-60.42311
7,CB,17,0.2697944575640921,7750800,34,2003,9,8.742135,-54.047916,10.718933,-54.051083,13.215214,-55.434822,14.858754,-58.692177,15.620506,-61.161602
7,CB,18,0.26995518743631974,9898413,37,2006,8,7.799119,-53.867123,10.817157,-53.678627,12.453429,-55.810078,14.073126,-59.40078,15.523792,-60.44
7,CB,19,0.2709348000444884,2640986,34,1996,8,8.219481,-53.723114,10.024716,-54.14463,13.414352,-55.902264,14.662365,-59.23269,16.19519,-61.17759
7,CB,20,0.2711821100788651,9896674,37,2006,8,7.811948,-53.891262,10.820376,-53.639656,12.449389,-55.619236,14.097396,-59.46359,15.492761,-60.457245
8,E0,1,0.02504478194215731,10411162,7,2007,5,5.262183,-52.384056,5.7818294,-53.24061,5.781829,-53.375,5.781829,-53.375,5.781829,-53.375
8,E0,2,0.041135405769472326,2915809,7,1997,1,5.3226523,-52.394123,5.864732,-53.230038,5.864732,-53.230038,5.864732,-53.230038,5.864732,-53.230038
8,E0,3,0.041154116062621114,9460336,7,2006,1,5.334912,-52.385048,5.8647337,-53.259727,5.864732,-53.259727,5.864732,-53.259727,5.864732,-53.259727
8,E0,4,0.041332156972725076,1899424,7,1995,8,5.3358316,-52.370197,5.864732,-53.24105,5.864732,-53.24105,5.864732,-53.24105,5.864732,-53.24105
8,E0,5,0.04133611931916765,2920491,7,1997,1,5.3504496,-52.397297,5.864732,-53.234623,5.864732,-53.234623,5.864732,-53.234623,5.864732,-53.234623
8,E0,6,0.04138062508112638,8740783,7,2005,1,5.354392,-52.400146,5.864732,-53.251694,5.864732,-53.251694,5.864732,-53.251694,5.864732,-53.251694
8,E0,7,0.04147182202063213,8746138,7,2005,1,5.3284574,-52.366623,5.864732,-53.243153,5.864732,-53.243153,5.864732,-53.243153,5.864732,-53.243153
