cluster_group,name,rank,dist_to_centroid,trajectory_id,cluster_label,release_year,release_month,lat_30,lon_30,lat_50,lon_50,lat_100,lon_100,lat_150,lon_150,lat_180,lon_180
5,E,16,0.03489012339387377,11726731,42,2008,2,1.8336585,-49.9473,2.0346365,-50.083477,2.0346365,-50.066795,2.124513,-50.148033,2.124513,-50.148033
5,E,17,0.03502409743171631,5116756,42,2000,1,1.8883326,-49.982903,2.0409384,-50.07857,2.0411892,-50.042095,2.124513,-50.127876,2.124513,-50.127876
5,E,18,0.035028303835125604,721467,42,1994,1,1.8852557,-50.04294,2.0222096,-50.042046,2.0222096,-50.04168,2.1240969,-50.125755,2.1245086,-50.125755
5,E,19,0.0350840366128772,723429,42,1994,1,1.8824952,-50.042652,2.023286,-50.042126,2.023286,-50.04168,2.1241634,-50.12579,2.1245093,-50.12579
5,E,20,0.03514053913971035,5811887,42,2001,1,1.8556501,-49.961567,2.0299604,-50.102036,2.032894,-50.041744,2.1240218,-50.133183,2.1244671,-50.133183
6,F,1,0.43639150171910546,5533224,40,2000,8,7.879701,-52.356697,7.7159314,-48.683216,7.33127,-40.565853,9.511954,-38.002533,9.978754,-38.334396
6,F,2,0.43767346310189714,14891747,6,2011,9,9.069365,-51.34887,7.417355,-48.22558,7.2427325,-39.78594,7.91267,-36.74876,9.715638,-36.60025
6,F,3,0.4469146854682019,8328107,6,2003,6,7.665436,-52.10273,8.167706,-48.378014,7.3355684,-38.346695,9.807375,-36.17956,10.154484,-35.846455
6,F,4,0.48329735430121773,14884033,40,2011,9,7.7255945,-52.41043,7.743027,-48.845264,8.177503,-40.460346,8.037401,-37.455402,9.756304,-35.347534
6,F,5,0.4838443746390937,5528544,40,2000,8,7.641398,-52.599842,8.354223,-48.418262,7.483961,-41.252785,9.116291,-36.809864,9.82146,-37.78481
6,F,6,0.4905072935493491,5538397,40,2000,8,7.975109,-52.136932,7.1353717,-48.46906,7.218913,-40.56438,9.109957,-36.695877,10.226579,-38.782047
6,F,7,0.4984612986641543,14887472,40,2011,9,7.4259,-52.34991,7.683899,-48.92202,7.5734253,-39.65299,8.349493,-37.83752,9.769964,-35.3079
6,F,8,0.5002432611894992,14881652,40,2011,9,7.2195725,-52.293106,7.720743,-48.928368,8.354901,-40.7653,8.898517,-35.209576,10.388515,-37.422718
6,F,9,0.5007970213721775,14897086,6,2011,9,9.004326,-51.376614,7.3109627,-48.207035,8.260006,-40.43531,8.794862,-34.900444,9.064959,-37.401833
6,F,10,0.5072237004821382,5542820,40,2000,9,8.511273,-51.924397,7.346405,-48.97296,7.5627213,-40.27166,8.457318,-38.211937,9.09296,-37.72696
6,F,11,0.5076104696659092,14899786,6,2011,9,8.878146,-51.554485,7.0291934,-48.014645,7.665879,-40.105267,7.651986,-36.77298,9.597492,-36.590645
